,DATE,Avalanche,PRCP,SNWD,TMAX,TMIN,MONTH_10,MONTH_11,MONTH_12,MONTH_2,MONTH_3,MONTH_4,MONTH_5,MONTH_6,MONTH_7,MONTH_8,MONTH_9,snow_diff,temp_range,Avalanche_binary,Region_Ogden,Region_Salt Lake,Region_Uintas
1,2000-01-02,0.0,0.64,43.0,19.0,4.0,0,0,0,0,0,0,0,0,0,0,0,11.0,15.0,False,0,1,0
2,2000-01-03,0.0,0.54,51.0,13.0,6.0,0,0,0,0,0,0,0,0,0,0,0,8.0,7.0,False,0,1,0
3,2000-01-04,0.0,0.11,52.0,28.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,29.0,False,0,1,0
4,2000-01-05,0.0,0.93,66.0,22.0,11.0,0,0,0,0,0,0,0,0,0,0,0,14.0,11.0,False,0,1,0
5,2000-01-06,0.0,0.0,62.0,23.0,3.0,0,0,0,0,0,0,0,0,0,0,0,-4.0,20.0,False,0,1,0
6,2000-01-07,0.0,0.0,60.0,22.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,-2.0,25.0,False,0,1,0
7,2000-01-08,0.0,0.16,60.0,23.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,22.0,False,0,1,0
8,2000-01-09,0.0,0.24,62.0,20.0,13.0,0,0,0,0,0,0,0,0,0,0,0,2.0,7.0,False,0,1,0
9,2000-01-10,0.0,0.68,70.0,26.0,20.0,0,0,0,0,0,0,0,0,0,0,0,8.0,6.0,False,0,1,0
10,2000-01-11,1.0,0.06,70.0,33.0,21.0,0,0,0,0,0,0,0,0,0,0,0,0.0,12.0,True,0,1,0
11,2000-01-12,0.0,0.3,70.0,33.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0.0,15.0,False,0,1,0
12,2000-01-13,0.0,0.0,66.0,34.0,16.0,0,0,0,0,0,0,0,0,0,0,0,-4.0,18.0,False,0,1,0
13,2000-01-14,0.0,0.0,62.0,41.0,32.0,0,0,0,0,0,0,0,0,0,0,0,-4.0,9.0,False,0,1,0
14,2000-01-15,0.0,0.0,60.0,40.0,29.0,0,0,0,0,0,0,0,0,0,0,0,-2.0,11.0,False,0,1,0
15,2000-01-16,0.0,0.07,56.0,40.0,32.0,0,0,0,0,0,0,0,0,0,0,0,-4.0,8.0,False,0,1,0
16,2000-01-17,0.0,0.0,55.0,38.0,32.0,0,0,0,0,0,0,0,0,0,0,0,-1.0,6.0,False,0,1,0
17,2000-01-18,0.0,0.52,55.0,38.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0.0,8.0,False,0,1,0
18,2000-01-19,0.0,0.16,54.0,39.0,28.0,0,0,0,0,0,0,0,0,0,0,0,-1.0,11.0,False,0,1,0
19,2000-01-20,0.0,0.0,52.0,40.0,24.0,0,0,0,0,0,0,0,0,0,0,0,-2.0,16.0,False,0,1,0
20,2000-01-21,0.0,0.5,58.0,35.0,19.0,0,0,0,0,0,0,0,0,0,0,0,6.0,16.0,False,0,1,0
21,2000-01-22,0.0,0.15,61.0,23.0,17.0,0,0,0,0,0,0,0,0,0,0,0,3.0,6.0,False,0,1,0
22,2000-01-23,0.0,0.08,63.0,27.0,8.0,0,0,0,0,0,0,0,0,0,0,0,2.0,19.0,False,0,1,0
23,2000-01-24,0.0,0.0,61.0,34.0,22.0,0,0,0,0,0,0,0,0,0,0,0,-2.0,12.0,False,0,1,0
24,2000-01-25,0.0,0.77,68.0,32.0,23.0,0,0,0,0,0,0,0,0,0,0,0,7.0,9.0,False,0,1,0
25,2000-01-26,0.0,0.09,69.0,28.0,21.0,0,0,0,0,0,0,0,0,0,0,0,1.0,7.0,False,0,1,0
26,2000-01-27,0.0,0.03,69.0,21.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0.0,17.0,False,0,1,0
27,2000-01-28,0.0,0.0,68.0,18.0,1.0,0,0,0,0,0,0,0,0,0,0,0,-1.0,17.0,False,0,1,0
28,2000-01-29,0.0,0.0,67.0,24.0,2.0,0,0,0,0,0,0,0,0,0,0,0,-1.0,22.0,False,0,1,0
29,2000-01-30,0.0,0.0,66.0,28.0,7.0,0,0,0,0,0,0,0,0,0,0,0,-1.0,21.0,False,0,1,0
30,2000-01-31,0.0,0.28,72.0,23.0,13.0,0,0,0,0,0,0,0,0,0,0,0,6.0,10.0,False,0,1,0
31,2000-02-01,0.0,0.0,69.0,30.0,7.0,0,0,0,1,0,0,0,0,0,0,0,-3.0,23.0,False,0,1,0
32,2000-02-02,0.0,0.0,68.0,44.0,20.0,0,0,0,1,0,0,0,0,0,0,0,-1.0,24.0,False,0,1,0
33,2000-02-03,0.0,0.0,66.0,54.0,22.0,0,0,0,1,0,0,0,0,0,0,0,-2.0,32.0,False,0,1,0
34,2000-02-04,0.0,0.0,64.0,39.0,28.0,0,0,0,1,0,0,0,0,0,0,0,-2.0,11.0,False,0,1,0
35,2000-02-05,0.0,0.0,62.0,37.0,25.0,0,0,0,1,0,0,0,0,0,0,0,-2.0,12.0,False,0,1,0
36,2000-02-06,0.0,0.0,61.0,38.0,23.0,0,0,0,1,0,0,0,0,0,0,0,-1.0,15.0,False,0,1,0
37,2000-02-07,0.0,0.0,60.0,42.0,21.0,0,0,0,1,0,0,0,0,0,0,0,-1.0,21.0,False,0,1,0
38,2000-02-08,0.0,0.0,58.0,44.0,26.0,0,0,0,1,0,0,0,0,0,0,0,-2.0,18.0,False,0,1,0
39,2000-02-09,0.0,0.03,57.0,38.0,27.0,0,0,0,1,0,0,0,0,0,0,0,-1.0,11.0,False,0,1,0
40,2000-02-10,0.0,0.37,60.0,31.0,25.0,0,0,0,1,0,0,0,0,0,0,0,3.0,6.0,False,0,1,0
41,2000-02-11,0.0,0.55,66.0,29.0,26.0,0,0,0,1,0,0,0,0,0,0,0,6.0,3.0,False,0,1,0
42,2000-02-12,0.0,1.12,82.0,29.0,22.0,0,0,0,1,0,0,0,0,0,0,0,16.0,7.0,False,0,1,0
43,2000-02-13,0.0,0.31,86.0,23.0,19.0,0,0,0,1,0,0,0,0,0,0,0,4.0,4.0,False,0,1,0
44,2000-02-14,0.0,0.46,90.0,31.0,23.0,0,0,0,1,0,0,0,0,0,0,0,4.0,8.0,False,0,1,0
45,2000-02-15,0.0,0.18,91.0,32.0,20.0,0,0,0,1,0,0,0,0,0,0,0,1.0,12.0,False,0,1,0
46,2000-02-16,0.0,0.24,92.0,32.0,16.0,0,0,0,1,0,0,0,0,0,0,0,1.0,16.0,False,0,1,0
47,2000-02-17,0.0,0.29,94.0,29.0,19.0,0,0,0,1,0,0,0,0,0,0,0,2.0,10.0,False,0,1,0
48,2000-02-18,0.0,0.12,96.0,23.0,18.0,0,0,0,1,0,0,0,0,0,0,0,2.0,5.0,False,0,1,0
49,2000-02-19,0.0,0.0,94.0,36.0,6.0,0,0,0,1,0,0,0,0,0,0,0,-2.0,30.0,False,0,1,0
50,2000-02-20,0.0,0.0,90.0,40.0,21.0,0,0,0,1,0,0,0,0,0,0,0,-4.0,19.0,False,0,1,0
51,2000-02-21,0.0,0.0,87.0,39.0,29.0,0,0,0,1,0,0,0,0,0,0,0,-3.0,10.0,False,0,1,0
52,2000-02-22,0.0,0.43,91.0,31.0,22.0,0,0,0,1,0,0,0,0,0,0,0,4.0,9.0,False,0,1,0
53,2000-02-23,0.0,0.16,90.0,31.0,17.0,0,0,0,1,0,0,0,0,0,0,0,-1.0,14.0,False,0,1,0
54,2000-02-24,0.0,1.4,103.0,27.0,12.0,0,0,0,1,0,0,0,0,0,0,0,13.0,15.0,False,0,1,0
55,2000-02-25,0.0,0.18,101.0,16.0,9.0,0,0,0,1,0,0,0,0,0,0,0,-2.0,7.0,False,0,1,0
56,2000-02-26,0.0,0.41,104.0,25.0,5.0,0,0,0,1,0,0,0,0,0,0,0,3.0,20.0,False,0,1,0
57,2000-02-27,0.0,0.0,100.0,37.0,21.0,0,0,0,1,0,0,0,0,0,0,0,-4.0,16.0,False,0,1,0
58,2000-02-28,0.0,0.28,101.0,35.0,23.0,0,0,0,1,0,0,0,0,0,0,0,1.0,12.0,False,0,1,0
59,2000-02-29,0.0,0.0,97.0,37.0,13.0,0,0,0,1,0,0,0,0,0,0,0,-4.0,24.0,False,0,1,0
60,2000-03-01,0.0,0.11,92.0,34.0,23.0,0,0,0,0,1,0,0,0,0,0,0,-5.0,11.0,False,0,1,0
61,2000-03-02,0.0,0.02,90.0,32.0,15.0,0,0,0,0,1,0,0,0,0,0,0,-2.0,17.0,False,0,1,0
62,2000-03-03,0.0,0.0,87.0,43.0,18.0,0,0,0,0,1,0,0,0,0,0,0,-3.0,25.0,False,0,1,0
63,2000-03-04,0.0,0.0,83.0,49.0,25.0,0,0,0,0,1,0,0,0,0,0,0,-4.0,24.0,False,0,1,0
64,2000-03-05,0.0,0.09,81.0,41.0,26.0,0,0,0,0,1,0,0,0,0,0,0,-2.0,15.0,False,0,1,0
65,2000-03-06,0.0,0.28,84.0,28.0,20.0,0,0,0,0,1,0,0,0,0,0,0,3.0,8.0,False,0,1,0
66,2000-03-07,0.0,0.0,83.0,26.0,9.0,0,0,0,0,1,0,0,0,0,0,0,-1.0,17.0,False,0,1,0
67,2000-03-08,0.0,0.3,86.0,26.0,20.0,0,0,0,0,1,0,0,0,0,0,0,3.0,6.0,False,0,1,0
68,2000-03-09,0.0,1.49,104.0,24.0,17.0,0,0,0,0,1,0,0,0,0,0,0,18.0,7.0,False,0,1,0
69,2000-03-10,0.0,0.33,109.0,24.0,12.0,0,0,0,0,1,0,0,0,0,0,0,5.0,12.0,False,0,1,0
70,2000-03-11,0.0,0.01,105.0,32.0,11.0,0,0,0,0,1,0,0,0,0,0,0,-4.0,21.0,False,0,1,0
71,2000-03-12,0.0,0.35,107.0,29.0,27.0,0,0,0,0,1,0,0,0,0,0,0,2.0,2.0,False,0,1,0
72,2000-03-13,0.0,0.0,104.0,37.0,16.0,0,0,0,0,1,0,0,0,0,0,0,-3.0,21.0,False,0,1,0
73,2000-03-14,0.0,0.0,101.0,36.0,22.0,0,0,0,0,1,0,0,0,0,0,0,-3.0,14.0,False,0,1,0
74,2000-03-15,0.0,0.76,106.0,33.0,16.0,0,0,0,0,1,0,0,0,0,0,0,5.0,17.0,False,0,1,0
75,2000-03-16,0.0,0.0,102.0,38.0,10.0,0,0,0,0,1,0,0,0,0,0,0,-4.0,28.0,False,0,1,0
76,2000-03-17,0.0,0.49,106.0,36.0,14.0,0,0,0,0,1,0,0,0,0,0,0,4.0,22.0,False,0,1,0
77,2000-03-18,0.0,0.0,102.0,36.0,19.0,0,0,0,0,1,0,0,0,0,0,0,-4.0,17.0,False,0,1,0
78,2000-03-19,0.0,0.39,104.0,35.0,17.0,0,0,0,0,1,0,0,0,0,0,0,2.0,18.0,False,0,1,0
79,2000-03-20,0.0,0.66,109.0,17.0,10.0,0,0,0,0,1,0,0,0,0,0,0,5.0,7.0,False,0,1,0
80,2000-03-21,0.0,0.0,105.0,38.0,11.0,0,0,0,0,1,0,0,0,0,0,0,-4.0,27.0,False,0,1,0
81,2000-03-22,0.0,0.0,100.0,42.0,18.0,0,0,0,0,1,0,0,0,0,0,0,-5.0,24.0,False,0,1,0
82,2000-03-23,0.0,0.31,100.0,40.0,23.0,0,0,0,0,1,0,0,0,0,0,0,0.0,17.0,False,0,1,0
83,2000-03-24,0.0,0.08,97.0,38.0,12.0,0,0,0,0,1,0,0,0,0,0,0,-3.0,26.0,False,0,1,0
84,2000-03-25,0.0,0.0,91.0,49.0,27.0,0,0,0,0,1,0,0,0,0,0,0,-6.0,22.0,False,0,1,0
85,2000-03-26,0.0,0.0,85.0,54.0,33.0,0,0,0,0,1,0,0,0,0,0,0,-6.0,21.0,False,0,1,0
86,2000-03-27,0.0,0.37,86.0,37.0,27.0,0,0,0,0,1,0,0,0,0,0,0,1.0,10.0,False,0,1,0
87,2000-03-28,0.0,0.0,83.0,39.0,25.0,0,0,0,0,1,0,0,0,0,0,0,-3.0,14.0,False,0,1,0
88,2000-03-29,0.0,0.0,80.0,34.0,14.0,0,0,0,0,1,0,0,0,0,0,0,-3.0,20.0,False,0,1,0
89,2000-03-30,0.0,0.59,85.0,28.0,16.0,0,0,0,0,1,0,0,0,0,0,0,5.0,12.0,False,0,1,0
90,2000-03-31,0.0,0.0,78.0,31.0,18.0,0,0,0,0,1,0,0,0,0,0,0,-7.0,13.0,False,0,1,0
91,2000-04-01,0.0,0.0,76.0,35.0,16.0,0,0,0,0,0,1,0,0,0,0,0,-2.0,19.0,False,0,1,0
92,2000-04-02,0.0,0.0,74.0,39.0,24.0,0,0,0,0,0,1,0,0,0,0,0,-2.0,15.0,False,0,1,0
93,2000-04-03,0.0,0.0,70.0,43.0,25.0,0,0,0,0,0,1,0,0,0,0,0,-4.0,18.0,False,0,1,0
94,2000-04-04,0.0,0.0,70.0,56.0,26.0,0,0,0,0,0,1,0,0,0,0,0,0.0,30.0,False,0,1,0
95,2000-04-05,0.0,0.0,65.0,53.0,37.0,0,0,0,0,0,1,0,0,0,0,0,-5.0,16.0,False,0,1,0
96,2000-04-06,0.0,0.0,62.0,46.0,34.0,0,0,0,0,0,1,0,0,0,0,0,-3.0,12.0,False,0,1,0
97,2000-04-07,0.0,0.0,60.0,43.0,27.0,0,0,0,0,0,1,0,0,0,0,0,-2.0,16.0,False,0,1,0
98,2000-04-08,0.0,0.0,57.0,53.0,26.0,0,0,0,0,0,1,0,0,0,0,0,-3.0,27.0,False,0,1,0
99,2000-04-09,0.0,0.0,56.0,51.0,33.0,0,0,0,0,0,1,0,0,0,0,0,-1.0,18.0,False,0,1,0
100,2000-04-10,0.0,0.0,53.0,42.0,26.0,0,0,0,0,0,1,0,0,0,0,0,-3.0,16.0,False,0,1,0
101,2000-04-11,0.0,0.0,52.0,47.0,29.0,0,0,0,0,0,1,0,0,0,0,0,-1.0,18.0,False,0,1,0
102,2000-04-12,0.0,0.0,48.0,53.0,30.0,0,0,0,0,0,1,0,0,0,0,0,-4.0,23.0,False,0,1,0
103,2000-04-13,0.0,0.0,48.0,53.0,37.0,0,0,0,0,0,1,0,0,0,0,0,0.0,16.0,False,0,1,0
104,2000-04-14,0.0,0.62,49.0,50.0,29.0,0,0,0,0,0,1,0,0,0,0,0,1.0,21.0,False,0,1,0
105,2000-04-15,0.0,0.33,53.0,38.0,28.0,0,0,0,0,0,1,0,0,0,0,0,4.0,10.0,False,0,1,0
106,2000-04-16,0.0,0.0,49.0,41.0,26.0,0,0,0,0,0,1,0,0,0,0,0,-4.0,15.0,False,0,1,0
107,2000-04-17,0.0,0.0,48.0,51.0,37.0,0,0,0,0,0,1,0,0,0,0,0,-1.0,14.0,False,0,1,0
108,2000-04-18,0.0,0.09,50.0,47.0,24.0,0,0,0,0,0,1,0,0,0,0,0,2.0,23.0,False,0,1,0
109,2000-04-19,0.0,0.0,50.0,47.0,24.0,0,0,0,0,0,1,0,0,0,0,0,0.0,23.0,False,0,1,0
110,2000-04-20,0.0,0.0,48.0,51.0,26.0,0,0,0,0,0,1,0,0,0,0,0,-2.0,25.0,False,0,1,0
111,2000-04-21,0.0,0.0,47.0,55.0,36.0,0,0,0,0,0,1,0,0,0,0,0,-1.0,19.0,False,0,1,0
112,2000-04-22,0.0,0.09,42.0,51.0,34.0,0,0,0,0,0,1,0,0,0,0,0,-5.0,17.0,False,0,1,0
113,2000-04-23,0.0,0.24,38.0,41.0,30.0,0,0,0,0,0,1,0,0,0,0,0,-4.0,11.0,False,0,1,0
114,2000-04-24,0.0,0.78,38.0,39.0,24.0,0,0,0,0,0,1,0,0,0,0,0,0.0,15.0,False,0,1,0
115,2000-04-25,0.0,0.0,38.0,51.0,26.0,0,0,0,0,0,1,0,0,0,0,0,0.0,25.0,False,0,1,0
116,2000-04-26,0.0,0.0,38.0,53.0,34.0,0,0,0,0,0,1,0,0,0,0,0,0.0,19.0,False,0,1,0
117,2000-04-27,0.0,0.0,36.0,64.0,35.0,0,0,0,0,0,1,0,0,0,0,0,-2.0,29.0,False,0,1,0
118,2000-04-28,0.0,0.0,30.0,58.0,47.0,0,0,0,0,0,1,0,0,0,0,0,-6.0,11.0,False,0,1,0
119,2000-04-29,0.0,0.0,30.0,41.0,25.0,0,0,0,0,0,1,0,0,0,0,0,0.0,16.0,False,0,1,0
120,2000-04-30,0.0,0.0,25.0,49.0,26.0,0,0,0,0,0,1,0,0,0,0,0,-5.0,23.0,False,0,1,0
121,2000-05-01,0.0,0.0,25.0,56.0,34.0,0,0,0,0,0,0,1,0,0,0,0,0.0,22.0,False,0,1,0
122,2000-05-02,0.0,0.0,24.0,59.0,40.0,0,0,0,0,0,0,1,0,0,0,0,-1.0,19.0,False,0,1,0
123,2000-05-03,0.0,0.0,18.0,64.0,40.0,0,0,0,0,0,0,1,0,0,0,0,-6.0,24.0,False,0,1,0
124,2000-05-04,0.0,0.0,12.0,65.0,40.0,0,0,0,0,0,0,1,0,0,0,0,-6.0,25.0,False,0,1,0
125,2000-05-05,0.0,0.0,8.0,64.0,39.0,0,0,0,0,0,0,1,0,0,0,0,-4.0,25.0,False,0,1,0
126,2000-05-06,0.0,0.0,8.0,51.0,34.0,0,0,0,0,0,0,1,0,0,0,0,0.0,17.0,False,0,1,0
127,2000-05-07,0.0,0.58,6.0,42.0,31.0,0,0,0,0,0,0,1,0,0,0,0,-2.0,11.0,False,0,1,0
128,2000-05-08,0.0,0.13,6.0,40.0,31.0,0,0,0,0,0,0,1,0,0,0,0,0.0,9.0,False,0,1,0
129,2000-05-09,0.0,0.0,4.0,49.0,27.0,0,0,0,0,0,0,1,0,0,0,0,-2.0,22.0,False,0,1,0
130,2000-05-10,0.0,0.05,2.0,48.0,31.0,0,0,0,0,0,0,1,0,0,0,0,-2.0,17.0,False,0,1,0
131,2000-05-11,0.0,0.74,22.0,31.0,19.0,0,0,0,0,0,0,1,0,0,0,0,20.0,12.0,False,0,1,0
132,2000-05-12,0.0,0.25,19.0,28.0,19.0,0,0,0,0,0,0,1,0,0,0,0,-3.0,9.0,False,0,1,0
133,2000-05-13,0.0,0.0,13.0,46.0,19.0,0,0,0,0,0,0,1,0,0,0,0,-6.0,27.0,False,0,1,0
134,2000-05-14,0.0,0.0,7.0,54.0,37.0,0,0,0,0,0,0,1,0,0,0,0,-6.0,17.0,False,0,1,0
135,2000-05-15,0.0,0.0,4.0,59.0,44.0,0,0,0,0,0,0,1,0,0,0,0,-3.0,15.0,False,0,1,0
136,2000-05-16,0.0,0.0,0.0,54.0,37.0,0,0,0,0,0,0,1,0,0,0,0,-4.0,17.0,False,0,1,0
137,2000-05-17,0.0,0.11,0.0,40.0,27.0,0,0,0,0,0,0,1,0,0,0,0,0.0,13.0,False,0,1,0
138,2000-05-18,0.0,0.0,0.0,46.0,32.0,0,0,0,0,0,0,1,0,0,0,0,0.0,14.0,False,0,1,0
139,2000-05-19,0.0,0.0,0.0,52.0,34.0,0,0,0,0,0,0,1,0,0,0,0,0.0,18.0,False,0,1,0
140,2000-05-20,0.0,0.0,0.0,56.0,34.0,0,0,0,0,0,0,1,0,0,0,0,0.0,22.0,False,0,1,0
141,2000-05-21,0.0,0.0,0.0,60.0,40.0,0,0,0,0,0,0,1,0,0,0,0,0.0,20.0,False,0,1,0
142,2000-05-22,0.0,0.0,0.0,66.0,36.0,0,0,0,0,0,0,1,0,0,0,0,0.0,30.0,False,0,1,0
143,2000-05-23,0.0,0.0,0.0,64.0,50.0,0,0,0,0,0,0,1,0,0,0,0,0.0,14.0,False,0,1,0
144,2000-05-24,0.0,0.01,0.0,63.0,45.0,0,0,0,0,0,0,1,0,0,0,0,0.0,18.0,False,0,1,0
145,2000-05-25,0.0,0.06,0.0,58.0,41.0,0,0,0,0,0,0,1,0,0,0,0,0.0,17.0,False,0,1,0
146,2000-05-26,0.0,0.55,0.0,54.0,38.0,0,0,0,0,0,0,1,0,0,0,0,0.0,16.0,False,0,1,0
147,2000-05-27,0.0,0.0,0.0,64.0,37.0,0,0,0,0,0,0,1,0,0,0,0,0.0,27.0,False,0,1,0
148,2000-05-28,0.0,0.0,0.0,70.0,50.0,0,0,0,0,0,0,1,0,0,0,0,0.0,20.0,False,0,1,0
149,2000-05-29,0.0,0.02,0.0,70.0,47.0,0,0,0,0,0,0,1,0,0,0,0,0.0,23.0,False,0,1,0
150,2000-05-30,0.0,0.0,0.0,69.0,42.0,0,0,0,0,0,0,1,0,0,0,0,0.0,27.0,False,0,1,0
151,2000-05-31,0.0,0.0,0.0,66.0,38.0,0,0,0,0,0,0,1,0,0,0,0,0.0,28.0,False,0,1,0
152,2000-06-01,0.0,0.0,0.0,65.0,32.0,0,0,0,0,0,0,0,1,0,0,0,0.0,33.0,False,0,1,0
153,2000-06-02,0.0,0.0,0.0,68.0,44.0,0,0,0,0,0,0,0,1,0,0,0,0.0,24.0,False,0,1,0
154,2000-06-03,0.0,0.0,0.0,69.0,44.0,0,0,0,0,0,0,0,1,0,0,0,0.0,25.0,False,0,1,0
155,2000-06-04,0.0,0.0,0.0,73.0,47.0,0,0,0,0,0,0,0,1,0,0,0,0.0,26.0,False,0,1,0
156,2000-06-05,0.0,0.0,0.0,75.0,51.0,0,0,0,0,0,0,0,1,0,0,0,0.0,24.0,False,0,1,0
157,2000-06-06,0.0,0.0,0.0,72.0,54.0,0,0,0,0,0,0,0,1,0,0,0,0.0,18.0,False,0,1,0
158,2000-06-07,0.0,0.0,0.0,75.0,53.0,0,0,0,0,0,0,0,1,0,0,0,0.0,22.0,False,0,1,0
159,2000-06-08,0.0,0.0,0.0,73.0,59.0,0,0,0,0,0,0,0,1,0,0,0,0.0,14.0,False,0,1,0
160,2000-06-09,0.0,0.03,0.0,64.0,36.0,0,0,0,0,0,0,0,1,0,0,0,0.0,28.0,False,0,1,0
161,2000-06-10,0.0,0.0,0.0,62.0,35.0,0,0,0,0,0,0,0,1,0,0,0,0.0,27.0,False,0,1,0
162,2000-06-11,0.0,0.0,0.0,65.0,39.0,0,0,0,0,0,0,0,1,0,0,0,0.0,26.0,False,0,1,0
163,2000-06-12,0.0,0.0,0.0,64.0,48.0,0,0,0,0,0,0,0,1,0,0,0,0.0,16.0,False,0,1,0
164,2000-06-13,0.0,0.0,0.0,58.0,43.0,0,0,0,0,0,0,0,1,0,0,0,0.0,15.0,False,0,1,0
165,2000-06-14,0.0,0.0,0.0,62.0,38.0,0,0,0,0,0,0,0,1,0,0,0,0.0,24.0,False,0,1,0
166,2000-06-15,0.0,0.0,0.0,62.0,51.0,0,0,0,0,0,0,0,1,0,0,0,0.0,11.0,False,0,1,0
167,2000-06-16,0.0,0.0,0.0,60.0,37.0,0,0,0,0,0,0,0,1,0,0,0,0.0,23.0,False,0,1,0
168,2000-06-17,0.0,0.0,0.0,61.0,31.0,0,0,0,0,0,0,0,1,0,0,0,0.0,30.0,False,0,1,0
169,2000-06-18,0.0,0.03,0.0,63.0,44.0,0,0,0,0,0,0,0,1,0,0,0,0.0,19.0,False,0,1,0
170,2000-06-19,0.0,0.26,0.0,54.0,42.0,0,0,0,0,0,0,0,1,0,0,0,0.0,12.0,False,0,1,0
171,2000-06-20,0.0,0.0,0.0,56.0,31.0,0,0,0,0,0,0,0,1,0,0,0,0.0,25.0,False,0,1,0
172,2000-06-21,0.0,0.0,0.0,65.0,39.0,0,0,0,0,0,0,0,1,0,0,0,0.0,26.0,False,0,1,0
173,2000-06-22,0.0,0.0,0.0,72.0,46.0,0,0,0,0,0,0,0,1,0,0,0,0.0,26.0,False,0,1,0
174,2000-06-23,0.0,0.0,0.0,71.0,47.0,0,0,0,0,0,0,0,1,0,0,0,0.0,24.0,False,0,1,0
175,2000-06-24,0.0,0.0,0.0,69.0,47.0,0,0,0,0,0,0,0,1,0,0,0,0.0,22.0,False,0,1,0
176,2000-06-25,0.0,0.0,0.0,67.0,48.0,0,0,0,0,0,0,0,1,0,0,0,0.0,19.0,False,0,1,0
177,2000-06-26,0.0,0.0,0.0,65.0,48.0,0,0,0,0,0,0,0,1,0,0,0,0.0,17.0,False,0,1,0
178,2000-06-27,0.0,0.0,0.0,66.0,44.0,0,0,0,0,0,0,0,1,0,0,0,0.0,22.0,False,0,1,0
179,2000-06-28,0.0,0.0,0.0,71.0,46.0,0,0,0,0,0,0,0,1,0,0,0,0.0,25.0,False,0,1,0
180,2000-06-29,0.0,0.0,0.0,72.0,49.0,0,0,0,0,0,0,0,1,0,0,0,0.0,23.0,False,0,1,0
181,2000-06-30,0.0,0.0,0.0,70.0,50.0,0,0,0,0,0,0,0,1,0,0,0,0.0,20.0,False,0,1,0
182,2000-07-01,0.0,0.09,0.0,70.0,47.0,0,0,0,0,0,0,0,0,1,0,0,0.0,23.0,False,0,1,0
183,2000-07-02,0.0,0.0,0.0,72.0,55.0,0,0,0,0,0,0,0,0,1,0,0,0.0,17.0,False,0,1,0
184,2000-07-03,0.0,0.0,0.0,71.0,49.0,0,0,0,0,0,0,0,0,1,0,0,0.0,22.0,False,0,1,0
185,2000-07-04,0.0,0.0,0.0,66.0,41.0,0,0,0,0,0,0,0,0,1,0,0,0.0,25.0,False,0,1,0
186,2000-07-05,0.0,0.0,0.0,71.0,44.0,0,0,0,0,0,0,0,0,1,0,0,0.0,27.0,False,0,1,0
187,2000-07-06,0.0,0.0,0.0,70.0,53.0,0,0,0,0,0,0,0,0,1,0,0,0.0,17.0,False,0,1,0
188,2000-07-07,0.0,0.0,0.0,71.0,45.0,0,0,0,0,0,0,0,0,1,0,0,0.0,26.0,False,0,1,0
189,2000-07-08,0.0,0.02,0.0,70.0,52.0,0,0,0,0,0,0,0,0,1,0,0,0.0,18.0,False,0,1,0
190,2000-07-09,0.0,0.0,0.0,68.0,50.0,0,0,0,0,0,0,0,0,1,0,0,0.0,18.0,False,0,1,0
191,2000-07-10,0.0,0.54,0.0,67.0,49.0,0,0,0,0,0,0,0,0,1,0,0,0.0,18.0,False,0,1,0
192,2000-07-11,0.0,0.0,0.0,71.0,45.0,0,0,0,0,0,0,0,0,1,0,0,0.0,26.0,False,0,1,0
193,2000-07-12,0.0,0.0,0.0,75.0,49.0,0,0,0,0,0,0,0,0,1,0,0,0.0,26.0,False,0,1,0
194,2000-07-13,0.0,0.0,0.0,77.0,51.0,0,0,0,0,0,0,0,0,1,0,0,0.0,26.0,False,0,1,0
195,2000-07-14,0.0,0.0,0.0,77.0,63.0,0,0,0,0,0,0,0,0,1,0,0,0.0,14.0,False,0,1,0
196,2000-07-15,0.0,0.0,0.0,74.0,57.0,0,0,0,0,0,0,0,0,1,0,0,0.0,17.0,False,0,1,0
197,2000-07-16,0.0,0.0,0.0,76.0,53.0,0,0,0,0,0,0,0,0,1,0,0,0.0,23.0,False,0,1,0
198,2000-07-17,0.0,0.18,0.0,74.0,52.0,0,0,0,0,0,0,0,0,1,0,0,0.0,22.0,False,0,1,0
199,2000-07-18,0.0,0.0,0.0,71.0,46.0,0,0,0,0,0,0,0,0,1,0,0,0.0,25.0,False,0,1,0
200,2000-07-19,0.0,0.0,0.0,73.0,48.0,0,0,0,0,0,0,0,0,1,0,0,0.0,25.0,False,0,1,0
201,2000-07-20,0.0,0.0,0.0,75.0,50.0,0,0,0,0,0,0,0,0,1,0,0,0.0,25.0,False,0,1,0
202,2000-07-21,0.0,0.0,0.0,76.0,50.0,0,0,0,0,0,0,0,0,1,0,0,0.0,26.0,False,0,1,0
203,2000-07-22,0.0,0.0,0.0,80.0,53.0,0,0,0,0,0,0,0,0,1,0,0,0.0,27.0,False,0,1,0
204,2000-07-23,0.0,0.0,0.0,80.0,57.0,0,0,0,0,0,0,0,0,1,0,0,0.0,23.0,False,0,1,0
205,2000-07-24,0.0,0.0,0.0,76.0,55.0,0,0,0,0,0,0,0,0,1,0,0,0.0,21.0,False,0,1,0
