STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,EVAP,MDPR,MNPN,MXPN,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,WDMV,WESD,WT01,WT03
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,4/17/2012,,,,,,0.1,,41,36,44,31,37,,15.3,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,4/18/2012,,,,,,0.3,,43,35,38,31,32,,15.6,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,4/19/2012,,,,,,0.2,,42,35,43,30,35,,15.8,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,4/20/2012,,,,,,0,,40,41,50,35,42,,15.7,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,4/21/2012,,,,,,0,,38,50,58,41,50,,14.9,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,4/22/2012,,,,,,0,,36,55,66,48,51,,14,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,4/23/2012,,,,,,0,,33,56,69,48,50,,12.9,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,4/24/2012,,,,,,0.1,,31,54,63,44,44,,11.7,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,4/25/2012,,,,,,0,,29,48,58,42,42,,10.9,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,4/26/2012,,,,,,0.2,,29,43,55,28,28,,10.8,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,4/27/2012,,,,,,0.3,,31,24,28,18,19,,10.8,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,4/28/2012,,,,,,0.2,,29,26,34,17,25,,11.2,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,4/29/2012,,,,,,0.1,,28,35,45,25,36,,10.8,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,4/30/2012,,,,,,0.2,,26,42,52,34,35,,10.3,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,5/1/2012,,,,,,0.1,,26,39,47,33,40,,9.9,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,5/2/2012,,,,,,0,,24,42,49,35,43,,9.1,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,5/3/2012,,,,,,0,,22,44,52,37,37,,8.2,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,5/4/2012,,,,,,0,,19,40,49,33,33,,7.5,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,5/5/2012,,,,,,0,,21,31,39,26,26,,7.8,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,5/6/2012,,,,,,0.1,,18,34,45,23,33,,6.4,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,5/7/2012,,,,,,0.1,,15,38,48,27,36,,5.7,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,5/8/2012,,,,,,0,,12,45,55,33,45,,4.4,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,5/9/2012,,,,,,0,,8,51,60,43,48,,3.2,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,5/10/2012,,,,,,0,,4,45,52,34,35,,1.8,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,5/11/2012,,,,,,0,,2,42,52,33,39,,0.9,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,5/12/2012,,,,,,0,,1,43,51,37,39,,0.4,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,5/13/2012,,,,,,0,,1,47,56,37,47,,0.1,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,5/14/2012,,,,,,0,,1,54,64,44,52,,0.1,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,5/15/2012,,,,,,0,,0,57,67,47,54,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,5/16/2012,,,,,,0,,0,53,61,45,49,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,5/17/2012,,,,,,0,,0,52,62,44,46,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,5/18/2012,,,,,,0.2,,0,38,46,32,34,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,5/19/2012,,,,,,0,,0,42,51,33,42,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,5/20/2012,,,,,,0,,0,51,59,41,51,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,5/21/2012,,,,,,0,,0,59,67,49,55,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,5/22/2012,,,,,,0,,0,50,59,40,40,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,5/23/2012,,,,,,0,,0,36,44,28,28,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,5/24/2012,,,,,,0,,0,34,43,26,34,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,5/25/2012,,,,,,0.7,,0,39,46,33,44,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,5/26/2012,,,,,,0.4,,5,36,50,29,29,,1,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,5/27/2012,,,,,,1,,8,31,37,29,31,,1.6,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,5/28/2012,,,,,,0,,4,39,49,30,42,,1.2,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,5/29/2012,,,,,,0,,1,49,58,39,45,,0.2,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,5/30/2012,,,,,,0,,0,48,55,41,45,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,5/31/2012,,,,,,0,,0,51,59,42,48,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,6/1/2012,,,,,,0,,0,55,63,45,54,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,6/2/2012,,,,,,0,,0,59,69,52,54,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,6/3/2012,,,,,,0,,0,60,67,54,56,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,6/4/2012,,,,,,0,,0,63,74,54,56,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,6/5/2012,,,,,,0,,0,44,62,28,28,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,6/6/2012,,,,,,0,,0,36,47,26,33,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,6/7/2012,,,,,,0,,0,47,57,32,50,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,6/8/2012,,,,,,0,,0,55,64,41,41,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,6/9/2012,,,,,,0,,0,38,51,27,27,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,6/10/2012,,,,,,0.1,,0,36,46,26,36,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,6/11/2012,,,,,,0,,0,47,57,35,46,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,6/12/2012,,,,,,0,,0,54,64,45,53,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,6/13/2012,,,,,,0,,0,56,63,47,47,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,6/14/2012,,,,,,0,,0,54,63,45,51,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,6/15/2012,,,,,,0,,0,54,63,45,47,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,6/16/2012,,,,,,0,,0,55,65,44,54,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,6/17/2012,,,,,,0,,0,60,68,50,54,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,6/18/2012,,,,,,0,,0,57,67,44,44,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,6/19/2012,,,,,,0,,0,45,55,37,37,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,6/20/2012,,,,,,0,,0,46,58,33,44,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,6/21/2012,,,,,,0,,0,59,71,43,57,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,6/22/2012,,,,,,0,,0,62,71,56,58,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,6/23/2012,,,,,,0,,0,63,72,53,61,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,6/24/2012,,,,,,0,,0,65,74,54,60,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,6/25/2012,,,,,,0,,0,64,72,57,58,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,6/26/2012,,,,,,0,,0,58,67,47,49,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,6/27/2012,,,,,,0,,0,56,66,43,54,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,6/28/2012,,,,,,0,,0,63,71,54,58,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,6/29/2012,,,,,,0,,0,62,72,54,56,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,6/30/2012,,,,,,0,,0,63,73,54,61,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,7/1/2012,,,,,,0,,0,65,75,59,59,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,7/2/2012,,,,,,0.1,,0,63,72,54,60,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,7/3/2012,,,,,,0,,0,64,72,57,57,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,7/4/2012,,,,,,0,,0,63,72,53,62,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,7/5/2012,,,,,,0.2,,0,53,62,47,48,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,7/6/2012,,,,,,0,,0,56,67,47,51,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,7/7/2012,,,,,,0,,0,58,70,49,55,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,7/8/2012,,,,,,0,,0,62,72,52,58,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,7/9/2012,,,,,,0,,0,65,76,53,62,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,7/10/2012,,,,,,0,,0,66,79,57,61,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,7/11/2012,,,,,,0,,0,66,78,58,62,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,7/12/2012,,,,,,0,,0,67,77,58,63,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,7/13/2012,,,,,,0,,0,61,71,51,54,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,7/14/2012,,,,,,0.2,,0,55,65,50,50,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,7/15/2012,,,,,,0,,0,55,63,50,52,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,7/16/2012,,,,,,0.3,,0,54,65,45,49,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,7/17/2012,,,,,,0,,0,57,65,49,55,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,7/18/2012,,,,,,0,,0,61,69,54,58,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,7/19/2012,,,,,,0,,0,62,73,56,56,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,7/20/2012,,,,,,0,,0,62,72,56,61,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,7/21/2012,,,,,,0,,0,64,74,58,59,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,7/22/2012,,,,,,0,,0,62,71,56,57,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,7/23/2012,,,,,,0,,0,60,71,53,57,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,7/24/2012,,,,,,0.1,,0,56,64,52,52,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,7/25/2012,,,,,,0,,0,59,69,51,56,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,7/26/2012,,,,,,0,,0,64,74,55,59,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,7/27/2012,,,,,,0,,0,62,72,55,59,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,7/28/2012,,,,,,0,,0,64,74,56,60,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,7/29/2012,,,,,,0,,0,64,74,58,62,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,7/30/2012,,,,,,0,,0,65,76,58,59,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,7/31/2012,,,,,,0,,0,63,74,55,58,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,8/1/2012,,,,,,0,,0,63,74,56,59,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,8/2/2012,,,,,,0.1,,0,62,72,54,54,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,8/3/2012,,,,,,0,,0,58,67,51,55,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,8/4/2012,,,,,,0,,0,60,72,49,60,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,8/5/2012,,,,,,0,,0,65,76,56,58,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,8/6/2012,,,,,,0,,0,63,73,55,59,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,8/7/2012,,,,,,0,,0,65,77,57,62,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,8/8/2012,,,,,,0,,0,67,79,59,63,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,8/9/2012,,,,,,0,,0,66,76,60,63,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,8/10/2012,,,,,,0.2,,0,60,72,49,50,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,8/11/2012,,,,,,0,,0,58,69,50,56,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,8/12/2012,,,,,,0,,0,63,75,55,61,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,8/13/2012,,,,,,0,,0,62,70,56,57,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,8/14/2012,,,,,,0.1,,0,61,70,53,59,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,8/15/2012,,,,,,0,,0,63,73,56,58,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,8/16/2012,,,,,,0,,0,63,72,56,60,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,8/17/2012,,,,,,0,,0,63,72,55,56,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,8/18/2012,,,,,,0,,0,62,74,52,57,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,8/19/2012,,,,,,0,,0,61,74,51,56,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,8/20/2012,,,,,,0,,0,59,67,52,55,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,8/21/2012,,,,,,0,,0,60,72,54,57,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,8/22/2012,,,,,,0,,0,59,69,52,53,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,8/23/2012,,,,,,0,,0,60,72,51,56,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,8/24/2012,,,,,,0,,0,58,69,51,52,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,8/25/2012,,,,,,0,,0,60,70,51,56,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,8/26/2012,,,,,,0,,0,62,72,53,57,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,8/27/2012,,,,,,0,,0,62,73,55,59,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,8/28/2012,,,,,,0,,0,65,76,56,61,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,8/29/2012,,,,,,0,,0,63,73,57,59,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,8/30/2012,,,,,,0,,0,58,68,50,54,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,8/31/2012,,,,,,0,,0,56,68,46,46,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,9/1/2012,,,,,,0.8,,0,50,61,46,49,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,9/2/2012,,,,,,0,,0,55,65,48,53,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,9/3/2012,,,,,,0,,0,57,67,49,53,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,9/4/2012,,,,,,0,,0,57,67,49,51,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,9/5/2012,,,,,,0,,0,58,66,50,54,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,9/6/2012,,,,,,0,,0,56,69,48,49,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,9/7/2012,,,,,,0.1,,0,52,62,42,48,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,9/8/2012,,,,,,0,,0,55,66,46,53,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,9/9/2012,,,,,,0,,0,58,70,50,56,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,9/10/2012,,,,,,0,,0,55,63,51,52,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,9/11/2012,,,,,,0,,0,51,59,40,43,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,9/12/2012,,,,,,0,,0,49,58,41,45,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,9/13/2012,,,,,,0,,0,53,67,41,51,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,9/14/2012,,,,,,0,,0,57,68,49,54,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,9/15/2012,,,,,,0,,0,58,69,52,53,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,9/16/2012,,,,,,0,,0,56,66,46,46,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,9/17/2012,,,,,,0.1,,0,50,58,42,46,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,9/18/2012,,,,,,0,,0,52,63,44,48,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,9/19/2012,,,,,,0,,0,54,65,47,48,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,9/20/2012,,,,,,0,,0,55,66,47,50,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,9/21/2012,,,,,,0,,0,56,68,50,51,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,9/22/2012,,,,,,0,,0,58,68,50,55,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,9/23/2012,,,,,,0,,0,55,64,45,45,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,9/24/2012,,,,,,0,,0,45,54,39,40,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,9/25/2012,,,,,,0.3,,0,43,54,39,42,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,9/26/2012,,,,,,0,,0,45,55,41,44,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,9/27/2012,,,,,,0.2,,0,47,56,42,47,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,9/28/2012,,,,,,0,,0,51,60,46,50,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,9/29/2012,,,,,,0,,0,52,60,46,47,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,9/30/2012,,,,,,0,,0,51,59,46,48,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,10/1/2012,,,,,,0,,0,53,63,46,49,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,10/2/2012,,,,,,0,,0,52,62,47,47,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,10/3/2012,,,,,,0,,0,43,53,31,32,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,10/4/2012,,,,,,0,,0,40,53,28,34,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,10/5/2012,,,,,,0,,0,35,45,28,29,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,10/6/2012,,,,,,0.1,,0,33,45,25,30,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,10/7/2012,,,,,,0,,0,36,46,29,36,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,10/8/2012,,,,,,0,,0,43,54,35,42,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,10/9/2012,,,,,,0,,0,46,55,40,44,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,10/10/2012,,,,,,0,,0,49,59,44,46,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,10/11/2012,,,,,,0,,0,50,61,42,45,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,10/12/2012,,,,,,0.2,,0,43,54,35,37,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,10/13/2012,,,,,,0,,0,36,38,34,35,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,10/14/2012,,,,,,0,,0,40,50,33,40,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,10/15/2012,,,,,,0.1,,0,44,53,39,43,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,10/16/2012,,,,,,0.2,,0,39,50,27,27,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,10/17/2012,,,,,,0.1,,0,29,36,23,29,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,10/18/2012,,,,,,0,,0,37,46,29,39,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,10/19/2012,,,,,,0,,0,44,52,38,46,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,10/20/2012,,,,,,0,,0,47,54,41,43,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,10/21/2012,,,,,,0,,0,42,49,39,41,,0,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,10/22/2012,,,,,,1.6,,7,38,44,32,32,,1.6,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,10/23/2012,,,,,,1.3,,27,26,32,22,22,,3.1,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,10/24/2012,,,,,,0.5,,25,23,36,18,22,,3.2,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,10/25/2012,,,,,,0.7,,28,21,27,18,19,,3.9,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,10/26/2012,,,,,,0.1,,25,23,36,11,24,,3.7,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,10/27/2012,,,,,,0,,22,30,36,24,32,,3.8,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,10/28/2012,,,,,,0,,18,37,43,32,38,,3.6,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,10/29/2012,,,,,,0,,16,42,50,38,41,,3.7,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,10/30/2012,,,,,,0,,15,44,50,40,44,,3.3,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,10/31/2012,,,,,,0,,13,48,56,42,44,,3.4,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,11/1/2012,,,,,,0,,13,41,47,34,34,,3.4,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,11/2/2012,,,,,,0,,13,36,44,30,34,,3.2,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,11/3/2012,,,,,,0,,12,36,45,30,35,,3.2,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,11/4/2012,,,,,,0,,12,38,44,35,36,,3.1,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,11/5/2012,,,,,,0,,12,39,47,34,39,,3,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,11/6/2012,,,,,,0,,11,43,51,36,42,,3,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,11/7/2012,,,,,,0,,11,44,52,40,42,,2.9,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,11/8/2012,,,,,,0,,10,43,49,39,40,,2.8,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,11/9/2012,,,,,,0.9,,18,25,40,17,17,,3.8,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,11/10/2012,,,,,,0,,20,14,19,10,11,,3.8,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,11/11/2012,,,,,,0.2,,23,11,17,9,12,,4,,
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731,11/12/2012,,,,,,0.1,,21,19,35,9,22,,4.1,,
